"";"sp_01";"sp_02";"sp_03";"sp_04";"sp_05";"sp_06";"sp_07";"sp_08";"sp_09";"sp_10";"sp_11";"sp_12";"sp_13";"sp_14";"sp_15";"sp_16";"sp_17";"sp_18";"sp_19";"sp_20";"enviro";"enviro2";"env";"site"
"21188";15;2;0;15;0;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-0,0549462149570348;0,0727872238678201;0,809632032178342;189
"21189";0;0;0;0;1;11;0;3;16;0;3;0;2;2;2;0;0;0;0;0;-0,00687318538037487;-0,0341889546745684;44,4218603894114;190
"21190";0;0;0;0;0;19;0;0;21;0;0;0;0;0;0;0;0;0;0;0;-0,0209474054782079;-0,0200572006382002;31,6536178579554;191
"21191";0;0;1;2;1;6;1;1;7;1;5;5;4;2;2;0;1;1;0;0;-0,0054298391361441;-0,0348337196019225;45,731275388971;192
"21192";0;0;0;0;0;0;0;0;0;2;0;0;19;17;1;0;0;0;1;0;0,013754903117849;-0,0291891641818847;63,1358235841617;193
"21193";2;0;2;3;5;15;1;2;7;2;0;0;0;0;1;0;0;0;0;0;-0,037139998962051;0,0138053316896347;16,9635704252869;194
"21194";2;1;0;1;0;14;0;0;15;0;1;1;2;2;0;0;0;1;0;0;-0,00647290750196924;-0,0343827616697998;44,7849956108257;195
"21195";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;23;0;0,0510945074932058;0,0576070609349821;97,0106046646833;196
"21196";0;0;0;0;1;19;0;0;19;1;0;0;0;0;0;0;0;0;0;0;-0,0202215095652825;-0,0211340990461395;32,3121563065797;197
"21197";0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;0;19;15;1;0,0448073141146859;0,0359799070825488;91,306813666597;198
"21198";0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;1;1;16;15;4;0,0463911082798456;0,0411603926639432;92,743644118309;199
"21199";0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;15;19;1;0,0440700660861968;0,0336298814080276;90,6379764899611;200
"21200";7;4;3;7;3;8;3;0;3;1;1;0;0;0;0;0;0;0;0;0;-0,0444607595682284;0,0352976763606888;10,3221191558987;201
"21201";0;0;0;0;0;0;0;0;0;0;2;2;13;13;1;1;2;4;1;1;0,0310653546226074;-0,0014044170786896;78,8400005549192;202
"21202";10;2;4;14;0;7;1;2;0;0;0;0;0;0;0;0;0;0;0;0;-0,0508304625958021;0,0571301697464888;4,54347475897521;203
"21203";2;1;1;2;3;12;3;1;11;2;2;0;0;0;0;0;0;0;0;0;-0,0216608515521955;-0,0189618873398414;31,0063740005717;204
"21204";0;1;1;1;3;13;1;3;10;2;1;2;1;1;0;0;0;0;0;0;-0,0144688817284174;-0,0283297330943326;37,5309852650389;205
"21205";3;5;2;5;2;10;3;0;9;0;1;0;0;0;0;0;0;0;0;0;-0,0375903966948867;0,015016465757517;16,5549660800025;206
"21206";0;0;0;0;0;7;4;3;10;2;4;1;1;2;1;1;2;0;2;0;-0,00389295983862506;-0,0353557501533611;47,1255443058908;207
"21207";2;1;1;3;1;17;1;2;11;0;0;0;1;0;0;0;0;0;0;0;-0,0330215783363922;0,00340662515297381;20,6998338224366;208
"21208";9;5;2;10;2;9;1;1;1;0;0;0;0;0;0;0;0;0;0;0;-0,0473416467908204;0,0448110535588252;7,70855573937297;209
"21209";0;0;0;0;0;0;1;2;0;2;1;0;15;15;1;2;1;0;0;0;0,0113622739204272;-0,0313362469769038;60,9652116661891;210
"21210";8;3;3;7;5;7;2;2;2;0;1;0;0;0;0;0;0;0;0;0;-0,0516099120209294;0,0600019278837982;3,83635214529932;211
"21211";0;0;0;0;1;17;0;0;17;2;1;0;1;1;0;0;0;0;0;0;-0,015858544264274;-0,0268092610205258;36,2702725455165;212
"21212";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;24;15;0;0,0539690355066638;0,0684410198296836;99,6183989569545;213
"21213";0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;17;17;2;0,0353140272151455;0,00870514290871732;82,6944295549765;214
"21214";1;0;1;0;0;12;1;3;15;3;2;1;1;0;0;0;0;0;0;0;-0,0195353281301542;-0,0221172760666809;32,9346654703841;215
"21215";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;20;18;0;0,0436129401909114;0,0321923740386255;90,2232683030888;216
"21216";0;0;0;0;1;0;0;1;0;0;0;1;16;16;2;1;0;1;0;1;0,0175353838077437;-0,0249584108975032;66,5655052289367;217
"21217";0;0;2;0;0;17;2;0;17;0;0;1;0;1;0;0;0;0;0;0;-0,0170441942489116;-0,0254023300971576;35,1946416078135;218
"21218";2;1;2;0;0;15;4;1;12;2;0;0;1;0;0;0;0;0;0;0;-0,0346870600899727;0,00746510300301349;19,1888957517222;219
"21219";0;0;0;1;0;1;0;0;2;2;0;5;12;12;1;1;2;1;0;0;0,0160071669314778;-0,0267922760813073;65,1790949283168;220
"21220";0;0;0;0;0;4;1;2;5;3;3;1;8;6;3;1;0;2;1;0;-0,00010121904051491;-0,0359179572191959;50,5654412088916;221
"21221";0;0;0;0;1;0;1;0;1;1;3;2;14;13;1;0;1;0;1;1;0,0103566240320135;-0,0321159390718237;60,0528782233596;222
"21222";3;1;0;0;3;15;1;1;14;1;0;0;1;0;0;0;0;0;0;0;-0,0346162667105309;0,00728853734347332;19,2531200591475;223
"21223";0;0;1;1;3;11;2;3;9;2;3;1;2;1;1;0;0;0;0;0;-0,00994587512463767;-0,0323179140019912;41,6342922253534;224
"21224";0;0;0;0;0;1;1;0;2;2;3;5;10;10;2;1;0;1;2;0;0,0104234163878687;-0,0320664065938574;60,1134727708995;225
"21225";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;18;19;1;0,0507030228738387;0,0561774996550317;96,6554467566311;226
"21226";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;17;21;0;0,0419145849689319;0,0269831080290641;88,6825071647763;227
"21227";4;0;1;1;2;13;3;2;12;2;0;0;0;0;0;0;0;0;0;0;-0,0395166867122494;0,0203607650437705;14,8074207128957;228
"21228";0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;17;19;1;0,0446184072195326;0,0353740334965329;91,1354358540848;229
"21229";10;2;2;12;1;8;2;0;1;1;1;0;0;0;0;0;0;0;0;0;-0,0475900147372063;0,0456591401367618;7,48323439620435;230
"21230";0;0;0;0;0;0;2;1;0;0;0;0;1;1;4;1;3;13;13;1;0,0322830034797133;0,00136036717066335;79,9446611199528;231
"21231";12;4;2;8;3;9;1;0;0;1;0;0;0;0;0;0;0;0;0;0;-0,0500452520991298;0,0542813152513449;5,25582386180758;232
"21232";0;0;0;1;0;12;5;3;14;1;1;2;0;0;0;1;0;0;0;0;-0,0103141261818993;-0,0320481625520931;41,3002119865268;233
"21233";0;0;0;1;0;0;1;0;1;3;1;1;15;15;0;0;1;1;0;0;0,00702622724905402;-0,0341793397749023;57,031516218558;234
"21234";0;0;0;2;0;1;0;0;0;1;1;1;15;14;2;1;1;1;0;0;0,00629336552011002;-0,0345264367282644;56,3666583271697;235
"21235";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;19;19;0;0,053402005178622;0,0662569126515543;99,1039846092463;236
"21236";0;0;2;0;0;19;2;1;16;0;0;0;0;0;0;0;0;0;0;0;-0,0280789406923865;-0,00746452527464186;25,1838333439082;237
"21237";0;0;0;0;0;0;0;0;0;0;1;1;2;2;3;4;1;11;14;1;0,0317995460566326;0,00024988302379105;79,5060647651553;238
"21238";0;1;0;2;1;15;1;3;13;0;1;2;1;0;0;0;0;0;0;0;-0,0209330705537107;-0,0200788335051862;31,6666226135567;239
"21239";0;0;0;0;1;2;0;2;1;3;1;6;8;2;6;4;1;1;2;0;0,00683818440170849;-0,0342720802237596;56,8609222769737;240
"21240";0;0;0;0;0;0;0;1;0;3;3;1;3;1;2;2;3;7;12;2;0,0296891084776381;-0,00440108678714591;77,5914592901245;241
"21241";0;0;0;0;1;0;2;0;2;4;1;2;11;12;0;1;1;1;2;0;0,015364105452262;-0,0275137997354207;64,5957045257092;242
"21242";4;2;8;7;2;9;2;0;4;1;0;1;0;0;0;0;0;0;0;0;-0,046283536339976;0,0412476437265741;8,66848181467503;243
"21243";0;0;0;1;2;5;3;3;6;3;1;1;4;4;3;2;1;0;0;1;0,00124597929389312;-0,0358690362788208;51,7876300727949;244
"21244";0;0;0;0;0;0;0;1;0;1;2;2;15;14;1;2;0;1;1;0;0,0119535443222007;-0,0308439131717617;61,5016167983413;245
"21245";0;0;0;0;0;21;0;1;17;1;0;0;0;0;0;0;0;0;0;0;-0,021105649416791;-0,0198174134256136;31,5100577194244;246
"21246";0;0;0;0;0;0;0;0;0;1;1;2;0;1;1;3;0;11;18;2;0,0332137896451967;0,00354563122488301;80,7890776079148;247
"21247";0;0;0;1;0;13;2;1;20;0;0;1;2;0;0;0;0;0;0;0;-0,0180836512557435;-0,0240857997980322;34,2516380827874;248
"21248";0;0;0;0;0;0;1;1;2;3;2;2;11;12;1;3;0;2;0;0;0,0140777669374241;-0,0288679433843629;63,4287281660363;249
"21249";0;0;0;0;1;0;0;0;2;0;0;0;13;9;2;4;3;1;3;2;0,0254873005529156;-0,0127083371459787;73,7795462831855;250
"21250";0;0;0;1;1;13;2;2;10;4;1;1;1;2;1;0;0;1;0;0;-0,0039683784800719;-0,0353340917851321;47,0571239246055;251
"21251";0;0;0;0;0;3;2;1;5;1;3;2;10;6;1;2;2;2;0;0;0,00695054220976225;-0,0342169721637917;56,9628541590646;252
"21252";9;1;4;7;1;12;2;1;3;0;0;0;0;0;0;0;0;0;0;0;-0,0437845419257909;0,0331510425963414;10,9355890890583;253
"21253";0;0;0;0;1;0;0;0;0;1;0;4;12;20;0;1;0;1;0;0;0,0147437724828212;-0,0281816712160891;64,0329336049035;254
"21254";3;2;4;3;1;12;1;0;13;1;0;0;0;0;0;0;0;0;0;0;-0,0385227577387281;0,0175699223781492;15,7091208500788;255
"21255";0;0;1;0;0;12;1;0;17;1;3;3;1;1;0;0;0;0;0;0;-0,0117697426646711;-0,0308865345167591;39,9796653306112;256
"21256";0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;3;15;17;1;0,0458378786433974;0,0393303365371401;92,2417498659343;257
"21257";0;0;3;1;1;7;6;4;4;3;4;1;2;2;0;0;2;0;0;0;-0,00758744612361021;-0,0338145291703435;43,7738774577156;258
"21258";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;21;0;0,0453042304804486;0,0375858882331105;91,7576200794429;259
"21259";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;17;16;2;0,0505248647210955;0,0555305753177938;96,4938202872872;260
"21260";0;0;0;0;0;17;3;1;16;0;0;0;0;2;1;0;0;0;0;0;-0,0122551753584776;-0,0304652994045713;39,5392769947648;261
"21261";2;1;3;1;0;13;2;1;9;2;2;1;0;0;1;2;0;0;0;0;-0,0227932424481454;-0,0171483139918131;29,9790601246059;262
"21262";1;1;2;2;0;21;1;0;11;0;1;0;0;0;0;0;0;0;0;0;-0,0375912879214342;0,0150188767410935;16,5541575523093;263
"21263";0;0;0;0;0;0;2;0;0;4;1;3;4;3;0;3;3;6;8;3;0,0277022848369104;-0,00848723857523585;75,7889973465353;264
"21264";0;0;0;1;1;1;0;2;2;1;3;1;15;7;1;2;0;1;1;1;0,00906571307277802;-0,0330103104993005;58,8817537063733;265
"21265";0;0;2;1;1;3;2;0;6;3;3;3;4;7;0;2;2;0;0;1;0,00333543598943735;-0,0355352379262858;53,6832015262917;266
"21266";0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;16;18;1;0,0332942580143477;0,00373747463268732;80,8620791416615;267
"21267";0;0;0;0;0;0;1;0;1;0;3;3;14;8;1;2;1;3;3;0;0,0222053519650769;-0,0183147522983404;70,8021368598565;268
"21268";0;0;0;1;1;14;1;2;17;0;1;2;1;0;0;0;0;0;0;0;-0,015316077742374;-0,0274192975566029;36,7624024162069;269
"21269";2;0;3;1;2;14;2;2;10;2;0;0;2;0;0;0;0;0;0;0;-0,0305619369920609;-0,00222263212906239;22,9312396841124;270
"21270";4;1;2;6;2;14;1;2;7;1;0;0;0;0;0;0;0;0;0;0;-0,0450421765604645;0,0371696323439799;9,79465311393142;271
"21271";1;0;0;4;1;18;0;1;14;0;0;0;1;0;0;0;0;0;0;0;-0,0136313135584241;-0,0291791369016986;38,2908336585388;272
"21272";3;1;2;4;3;11;2;3;8;1;2;0;0;0;0;0;0;0;0;0;-0,035055695037308;0,00839033330150537;18,8544672448188;273
"21273";0;0;0;1;0;0;1;1;1;1;0;2;13;9;1;0;4;2;3;1;0,0131980831416595;-0,0297255566060506;62,6306721474975;274
"21274";0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;3;1;16;17;0;0,0411895526931818;0,0248223693558549;88,024752214551;275
"21275";1;0;0;1;1;3;1;2;5;1;1;2;6;7;2;1;3;2;1;0;0,00552402766405024;-0,0348492981192994;55,6687090080231;276
"21276";0;0;3;0;1;3;1;0;8;1;2;2;9;2;2;5;0;1;0;0;0,00193435905019719;-0,0357937078179978;52,4121335707605;277
"21277";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;17;17;2;0,0434349371289366;0,0316366750063997;90,0617825333029;278
"21278";2;2;0;0;0;20;1;2;12;1;0;0;0;0;0;0;0;0;0;0;-0,0287389505410847;-0,00611438506110602;24,5850672479719;279
"21279";0;0;0;0;1;1;1;2;2;0;3;1;13;10;0;1;1;2;2;0;0,0141559597608217;-0,0287890220715144;63,4996653068811;280
"21280";0;0;1;0;0;0;0;1;2;0;3;3;5;7;3;2;3;3;6;1;0,0187112995689316;-0,0234330923955007;67,6323052030057;281
"21281";0;1;0;0;0;3;0;2;1;2;0;0;10;13;2;2;2;0;1;1;0,0068023565093487;-0,0342894620069977;56,8284189328551;282
"21282";0;0;1;1;0;2;1;1;4;1;3;4;11;4;2;2;2;1;0;0;0,00453346461960021;-0,0352023821740838;54,7700624680147;283
"21283";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;18;21;0;0,0478323187473657;0,0460310905409332;94,0511215245351;284
"21284";0;0;0;1;1;14;0;1;14;2;1;3;0;1;1;0;0;1;0;0;-0,00486840488236934;-0,0350440923967722;46,2406129343435;285
"21285";7;4;3;7;3;10;1;1;2;2;0;0;0;0;0;0;0;0;0;0;-0,0486346841078833;0,0492748266622507;6,53550217393786;286
"21286";0;1;0;0;2;16;1;2;15;2;1;0;0;0;0;0;0;0;0;0;-0,019051087630865;-0,0227907497785293;33,3739722380415;287
"21287";2;1;2;1;3;15;1;0;11;0;2;1;0;1;0;0;0;0;0;0;-0,0313484804018809;-0,000469777704342819;22,2176813520491;288
"21288";7;1;0;3;7;9;3;0;7;3;0;0;0;0;0;0;0;0;0;0;-0,0412650234055009;0,025442110459461;13,2213159929961;289
"21289";0;0;0;0;0;1;1;0;1;3;0;1;11;12;0;3;2;1;4;0;0,0256510625969166;-0,0124083211676909;73,9281124901026;290
"21290";0;0;0;0;0;0;0;0;0;2;0;1;18;12;3;2;0;0;0;2;0,0200030219636838;-0,0216430660136445;68,804165860638;291
"21291";0;0;0;1;0;16;1;0;19;2;1;0;0;0;0;0;0;0;0;0;-0,0132586627534025;-0,0295408546265112;38,6289053829387;292
"21292";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;0;17;18;0;0,0385741802759507;0,0173418467384153;85,6520659057423;293
"21293";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;18;19;0;0,0466956723896563;0,0421772594981412;93,0199470603839;294
"21294";0;0;1;1;0;17;2;2;14;1;0;0;1;0;1;0;0;0;0;0;-0,0181357959391112;-0,024017711104221;34,2043320182711;295
"21295";0;0;0;0;0;0;0;0;1;0;0;0;17;17;2;1;1;1;0;0;0,0262476002846344;-0,0112991589822028;74,4692961452529;296
"21296";0;0;0;0;0;0;0;1;0;3;0;1;6;4;4;2;4;6;7;2;0,0312967096788767;-0,000887300144784428;79,0498876711354;297
"21297";1;0;0;2;3;14;1;1;11;4;1;0;1;1;0;0;0;0;0;0;-0,0184762326488969;-0,0235683803029639;33,8954851729795;298
"21298";0;1;1;0;1;5;2;4;6;3;6;0;4;2;5;0;0;0;0;0;-0,000937765556807719;-0,0358827181778483;49,806519667618;299
"21299";0;0;0;1;0;18;1;2;14;3;0;1;0;0;0;0;0;0;0;0;-0,01985547695019;-0,0216627683935372;32,6442239573225;300
"21300";0;0;0;1;1;18;0;0;19;1;0;0;0;0;0;0;0;0;0;0;-0,0232781566927356;-0,0163435332232429;29,5391421299428;301
"21301";3;1;0;3;1;17;0;2;13;0;0;0;0;0;0;0;0;0;0;0;-0,0355786107548247;0,00971953572163653;18,3800740167499;302
"21302";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;18;21;0;0,0531569266296721;0,0653200594936899;98,8816474331543;303
"21303";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;21;0;0,0444674680741103;0,0348917748609778;90,9985026810318;304
"21304";10;2;2;9;1;11;1;1;3;0;0;0;0;0;0;0;0;0;0;0;-0,050139964642992;0,0546225966790207;5,16989990137517;305
"21305";7;0;2;9;6;9;1;2;3;0;1;0;0;0;0;0;0;0;0;0;-0,0452523828872426;0,0378523990163202;9,60395229049027;306
"21306";0;2;2;4;0;17;2;2;10;0;1;0;0;0;0;0;0;0;0;0;-0,0321186573854877;0,00128966812352247;21,51897076983;307
"21307";1;0;2;2;0;15;0;3;15;1;0;0;1;0;0;0;0;0;0;0;-0,0328727451454941;0,00305364474839048;20,834856457077;308
"21308";0;0;0;0;0;2;1;0;1;0;1;1;16;12;3;1;1;0;1;0;0,00665373528182259;-0,0343605804586294;56,6935885930434;309
"21309";5;1;5;7;4;12;0;2;3;1;0;0;0;0;0;0;0;0;0;0;-0,0415735445755545;0,0263615863072429;12,9414231749251;310
"21310";0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;17;18;2;0,0412828455777772;0,025098283547452;88,1093882489949;311
"21311";0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;14;17;4;0,0429030602293466;0,0299897964107996;89,5792596507818;312
"21312";0;0;0;0;0;0;0;1;2;2;0;3;6;4;1;2;2;9;7;1;0,0294062427289417;-0,00500014820113634;77,3348412709311;313
"21313";3;1;2;5;0;17;2;0;8;1;1;0;0;0;0;0;0;0;0;0;-0,0387228319134837;0,0181260035607751;15,5276119941846;314
"21314";0;0;0;0;0;0;0;0;1;1;1;0;19;15;2;1;0;0;0;0;0,0118777354258763;-0,0309084406364887;61,4328423747793;315
"21315";0;0;0;0;0;0;0;0;0;0;1;1;17;16;1;2;1;0;0;1;0,0202309825262575;-0,0213147224943679;69,0109734656289;316
"21316";1;2;0;1;1;15;2;1;16;0;0;0;1;0;0;0;0;0;0;0;-0,0200704262878471;-0,0213534785804135;32,4492202373222;317
"21317";0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;18;17;2;0,0429355982366443;0,0300899619743574;89,6087783854455;318
"21318";0;0;1;0;0;1;0;1;2;1;1;0;10;9;6;3;2;0;2;1;0,0132252848510857;-0,0296998702863497;62,6553497510031;319
"21319";0;0;0;1;2;15;2;1;15;0;1;2;1;0;0;0;0;0;0;0;-0,0135861592520324;-0,0292234976036255;38,3317979983985;320
"21320";0;0;1;0;1;16;0;0;19;2;0;0;1;0;0;0;0;0;0;0;-0,0246558052247414;-0,0139649730499716;28,2893286086619;321
"21321";0;0;0;0;0;0;0;3;2;2;4;2;10;10;2;2;3;0;0;0;0,00439966086110702;-0,0352446724466028;54,6486746519804;322
"21322";14;2;0;14;0;8;0;0;2;0;0;0;0;0;0;0;0;0;0;0;-0,0489457686000906;0,0503666645520793;6,25328388996422;323
"21323";0;0;0;0;1;0;1;0;0;0;0;0;15;14;2;2;1;1;2;1;0,0216121252330023;-0,019245564416539;70,263956929557;324
"21324";0;0;0;0;1;1;1;0;2;1;1;1;15;10;1;0;2;3;0;1;0,0100836832455705;-0,0323150183183989;59,8052642075345;325
"21325";0;0;0;0;0;0;0;0;0;2;1;1;16;14;2;2;0;1;1;0;0,0192495995310118;-0,0227017015186776;68,1206551380455;326
"21326";1;0;0;3;2;10;4;3;7;2;3;1;2;0;0;1;1;0;0;0;-0,00559698527970523;-0,0347667147642138;45,5796391004696;327
"21327";0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;3;15;18;1;0,0361552223481676;0,0108605247294447;83,4575683576986;328
"21328";0;0;0;0;3;5;3;2;5;7;3;7;2;1;0;1;0;0;0;1;-0,00257237713838442;-0,035668771243944;48,3235872583464;329
"21329";0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;18;18;2;0,0388464129266194;0,0180975782886219;85,8990374952555;330
"21330";1;3;2;0;3;15;3;0;13;0;0;0;0;0;0;0;0;0;0;0;-0,0291661199473796;-0,00522387070186883;24,197535822168;331
"21331";1;1;1;2;1;20;0;2;10;0;1;0;0;1;0;0;0;0;0;0;-0,0305140642214179;-0,00232788437510991;22,9746702359989;332
"21332";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20;18;1;0,0498129570561655;0,0529682701422927;95,8479720866308;333
"21333";0;0;0;0;0;0;0;1;3;6;2;7;8;4;2;0;2;2;3;0;0,0175090541277948;-0,0249914269794208;66,5416187373921;334
"21334";8;3;1;11;2;10;0;2;3;0;0;0;0;0;0;0;0;0;0;0;-0,0494140944459279;0,0520234958921147;5,82841502036899;335
"21335";1;1;0;0;1;9;4;5;8;3;1;3;1;1;0;1;0;1;0;0;-0,00843573570328672;-0,0333222336585215;43,004302517511;336
"21336";0;0;0;0;1;1;0;2;0;2;4;2;15;10;1;0;1;0;1;0;0,00830057385720339;-0,0334839095269182;58,1876134267077;337
"21337";0;0;1;1;2;16;0;0;15;1;2;0;1;0;0;1;0;0;0;0;-0,0109944548717734;-0,0315241841158093;40,6830124789849;338
"21338";0;1;1;0;2;11;0;1;9;3;4;3;0;2;0;1;2;0;0;0;-0,00916227153565963;-0,0328594994703544;42,3451835289598;339
"21339";2;0;0;6;1;18;0;1;12;0;0;0;0;0;0;0;0;0;0;0;-0,0386256400218175;0,0178555116717977;15,615785238333;340
"21340";2;1;2;3;1;15;2;0;11;1;1;1;0;0;0;0;0;0;0;0;-0,0416030437482446;0,0264498599130147;12,9146612947807;341
"21341";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;17;18;1;0,0409470352079068;0,0241080478552646;87,804738455452;342
"21342";0;0;0;0;0;8;5;3;9;1;4;0;3;0;2;3;1;1;0;0;-0,000774403186567648;-0,0358935498217821;49,9547232873738;343
"21343";9;4;8;7;3;4;1;1;2;1;0;0;0;0;0;0;0;0;0;0;-0,0522797066778703;0,0625045466142746;3,2287091948092;344
"21344";9;3;3;5;7;7;0;3;2;1;0;0;0;0;0;0;0;0;0;0;-0,0506231967314794;0,0563738772906646;4,73150797188282;345
"21345";0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;2;16;15;2;0,0408452121000641;0,0238093930443761;87,7123637357727;346
"21346";0;0;0;0;1;14;1;3;21;0;0;0;0;0;0;0;0;0;0;0;-0,0164446394901097;-0,0261264030523904;35,7385623734444;347
"21347";0;0;0;0;0;0;0;0;0;0;3;1;4;0;1;0;1;13;16;1;0,0355886974317598;0,0094033370961987;82,9436125233769;348
"21348";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;20;1;0,0496207155170058;0,0522825957046392;95,6735690589994;349
"21349";1;2;4;4;1;13;3;1;5;2;2;0;0;1;0;1;0;0;0;0;-0,0313116144048555;-0,000552928277661471;22,2511264728382;350
"21350";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;18;15;4;0,0449757149972295;0,0365221738171656;91,4595882641152;351
"21351";0;2;2;2;3;16;0;0;14;0;1;0;0;0;0;0;0;0;0;0;-0,0258601841071165;-0,0117738710734528;27,1967066684738;352
"21352";0;0;0;3;0;20;0;0;16;1;0;0;0;0;0;0;0;0;0;0;-0,0220285001858913;-0,0183831808432909;30,6728402851149;353
"21353";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;17;18;2;0,0372475190339009;0,0137351589525753;84,4485084526241;354
"21354";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19;19;1;0,0408092368676245;0,0237040530512;87,6797267235816;355
"21355";0;2;1;0;0;18;2;2;15;0;0;0;0;0;0;0;0;0;0;0;-0,0410422938135582;0,0247825666310192;13,423378020525;356
"21356";0;1;2;1;2;16;0;3;14;0;1;0;0;0;0;0;0;0;0;0;-0,0327699030787268;0,00281066892462556;20,9281555842608;357
"21357";0;0;0;0;0;2;2;5;1;2;1;3;10;8;2;1;3;0;0;0;0,00638252433618338;-0,0344862708986084;56,4475439023226;358
"21358";0;0;0;0;0;0;0;0;1;1;2;1;4;1;4;6;2;7;9;2;0,0321218042189107;0,000988232419178122;79,798419889994;359
"21359";4;0;1;3;0;18;0;0;13;0;1;0;0;0;0;0;0;0;0;0;-0,0400448514682278;0,0218726689997494;14,3282655160874;360
"21360";0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;0;0;17;17;1;0,0379130300750904;0,0155286262031708;85,0522652734071;361
"21361";4;1;2;2;2;14;3;1;11;0;0;0;0;0;0;0;0;0;0;0;-0,037475475744331;0,0147060548162269;16,6592232650146;362
"21362";0;2;1;0;1;16;1;2;16;1;0;0;0;0;0;0;0;0;0;0;-0,026019827917612;-0,0114756127390815;27,0518765551969;363
"21363";0;0;0;0;2;11;1;1;7;2;4;2;4;3;1;0;2;0;0;0;-0,000301448331703567;-0,03591409906768;50,3837916301563;364
"21364";1;0;1;0;2;18;0;1;13;0;1;0;1;2;0;0;0;0;0;0;-0,0232221825531794;-0,0164372922723859;29,5899223070592;365
"21365";0;0;1;1;1;10;3;0;12;3;0;4;2;1;2;0;0;0;0;0;-0,00535612182220571;-0,0348626333188486;45,7981523126364;366
"21366";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;20;17;1;0,0439370628301296;0,0332100824128797;90,5173148959875;367
"21367";0;0;0;0;0;0;0;0;0;0;0;0;21;16;2;0;1;0;0;0;0,019890772305969;-0,0218033733808038;68,7023320933804;368
"21368";0;0;0;0;0;0;0;0;0;1;0;0;2;3;0;3;1;17;13;0;0,0324986420897135;0,00186109606433772;80,1402901532128;369
"21369";0;0;2;0;1;15;1;1;19;0;0;1;0;0;0;0;0;0;0;0;-0,0187271172849813;-0,0232319175499578;33,6678806692362;370
"21370";0;0;0;0;0;0;0;0;0;1;0;2;15;17;0;0;3;1;0;1;0,0197960732359863;-0,0219379122543527;68,6164203565568;371
"21371";7;4;2;12;1;9;1;0;2;1;0;1;0;0;0;0;0;0;0;0;-0,0416323508219108;0,026537620583715;12,888073688373;372
"21372";0;0;0;0;0;0;0;1;0;0;0;2;1;3;1;1;3;12;14;2;0,0322744056047588;0,00134047151536074;79,9368610605597;373
"21373";0;0;0;1;0;1;0;0;0;0;0;3;16;16;0;0;0;1;1;1;0,00904585575688587;-0,033023133176272;58,8637389941141;374
"21374";6;7;4;6;5;7;0;0;4;1;0;0;0;0;0;0;0;0;0;0;-0,0497559431669498;0,053242827628121;5,51828718744218;375
"21375";0;0;0;0;0;1;1;0;0;1;1;1;18;10;3;2;0;1;1;0;0,00505081873031673;-0,0350267659411335;55,2394101629034;376
"21376";0;0;1;0;3;7;0;1;11;3;2;6;1;2;0;0;2;0;0;1;-0,00519012976133152;-0,0349263102233877;45,9487416082993;377
"21377";0;1;0;0;1;3;2;1;2;2;8;3;7;5;2;0;1;0;2;0;0,00423860054808215;-0,0352938716613417;54,502559476532;378
